分拣中心,日期,小时,预测时货量
SC21,2023/12/24,15,134.0
SC21,2023/12/24,16,66.0
SC21,2023/12/24,17,43.0
SC21,2023/12/24,18,2.0
SC21,2023/12/24,19,162.0
SC21,2023/12/24,20,54.0
SC21,2023/12/24,21,29.0
SC21,2023/12/24,22,18.0
SC21,2023/12/24,23,19.0
SC21,2023/12/25,0,0.0
SC21,2023/12/25,1,0.0
SC21,2023/12/25,2,0.0
SC21,2023/12/25,3,0.0
SC21,2023/12/25,4,0.0
SC21,2023/12/25,5,0.0
SC21,2023/12/25,6,0.0
SC21,2023/12/25,7,82.0
SC21,2023/12/25,8,74.0
SC21,2023/12/25,9,39.0
SC21,2023/12/25,10,50.0
SC21,2023/12/25,11,44.0
SC21,2023/12/25,12,5.0
SC21,2023/12/25,13,154.0
SC21,2023/12/25,14,114.0
SC21,2023/12/25,15,107.0
SC21,2023/12/25,16,67.0
SC21,2023/12/25,17,39.0
SC21,2023/12/25,18,2.0
SC21,2023/12/25,19,158.0
SC21,2023/12/25,20,45.0
SC21,2023/12/25,21,27.0
SC21,2023/12/25,22,15.0
SC21,2023/12/25,23,18.0
SC21,2023/12/26,0,0.0
SC21,2023/12/26,1,0.0
SC21,2023/12/26,2,0.0
SC21,2023/12/26,3,0.0
SC21,2023/12/26,4,0.0
SC21,2023/12/26,5,0.0
SC21,2023/12/26,6,1.0
SC21,2023/12/26,7,80.0
SC21,2023/12/26,8,71.0
SC21,2023/12/26,9,46.0
SC21,2023/12/26,10,48.0
SC21,2023/12/26,11,43.0
SC21,2023/12/26,12,8.0
SC21,2023/12/26,13,142.0
SC21,2023/12/26,14,63.0
SC21,2023/12/26,15,80.0
SC21,2023/12/26,16,69.0
SC21,2023/12/26,17,42.0
SC21,2023/12/26,18,2.0
SC21,2023/12/26,19,158.0
SC21,2023/12/26,20,45.0
SC21,2023/12/26,21,26.0
SC21,2023/12/26,22,16.0
SC21,2023/12/26,23,17.0
SC21,2023/12/27,0,0.0
SC21,2023/12/27,1,0.0
SC21,2023/12/27,2,0.0
SC21,2023/12/27,3,0.0
SC21,2023/12/27,4,0.0
SC21,2023/12/27,5,0.0
SC21,2023/12/27,6,0.0
SC21,2023/12/27,7,79.0
SC21,2023/12/27,8,67.0
SC21,2023/12/27,9,49.0
SC21,2023/12/27,10,47.0
SC21,2023/12/27,11,42.0
SC21,2023/12/27,12,7.0
SC21,2023/12/27,13,138.0
SC21,2023/12/27,14,71.0
SC21,2023/12/27,15,73.0
SC21,2023/12/27,16,68.0
SC21,2023/12/27,17,37.0
SC21,2023/12/27,18,2.0
SC21,2023/12/27,19,156.0
SC21,2023/12/27,20,35.0
SC21,2023/12/27,21,24.0
SC21,2023/12/27,22,15.0
SC21,2023/12/27,23,16.0
SC21,2023/12/28,0,0.0
SC21,2023/12/28,1,0.0
SC21,2023/12/28,2,0.0
SC21,2023/12/28,3,0.0
SC21,2023/12/28,4,0.0
SC21,2023/12/28,5,0.0
SC21,2023/12/28,6,0.0
SC21,2023/12/28,7,81.0
SC21,2023/12/28,8,67.0
SC21,2023/12/28,9,44.0
SC21,2023/12/28,10,45.0
SC21,2023/12/28,11,40.0
SC21,2023/12/28,12,6.0
SC21,2023/12/28,13,154.0
SC21,2023/12/28,14,108.0
SC21,2023/12/28,15,71.0
SC21,2023/12/28,16,69.0
SC21,2023/12/28,17,37.0
SC21,2023/12/28,18,2.0
SC21,2023/12/28,19,155.0
SC21,2023/12/28,20,42.0
SC21,2023/12/28,21,23.0
SC21,2023/12/28,22,12.0
SC21,2023/12/28,23,15.0
SC21,2023/12/29,0,0.0
SC21,2023/12/29,1,0.0
SC21,2023/12/29,2,0.0
SC21,2023/12/29,3,0.0
SC21,2023/12/29,4,0.0
SC21,2023/12/29,5,0.0
SC21,2023/12/29,6,1.0
SC21,2023/12/29,7,79.0
SC21,2023/12/29,8,61.0
SC21,2023/12/29,9,37.0
SC21,2023/12/29,10,44.0
SC21,2023/12/29,11,39.0
SC21,2023/12/29,12,7.0
SC21,2023/12/29,13,146.0
SC21,2023/12/29,14,79.0
SC21,2023/12/29,15,73.0
SC21,2023/12/29,16,70.0
SC21,2023/12/29,17,36.0
SC21,2023/12/29,18,2.0
SC21,2023/12/29,19,154.0
SC21,2023/12/29,20,40.0
SC21,2023/12/29,21,21.0
SC21,2023/12/29,22,12.0
SC21,2023/12/29,23,14.0
SC21,2023/12/30,0,0.0
SC21,2023/12/30,1,0.0
SC21,2023/12/30,2,0.0
SC21,2023/12/30,3,0.0
SC21,2023/12/30,4,0.0
SC21,2023/12/30,5,0.0
SC21,2023/12/30,6,0.0
SC21,2023/12/30,7,80.0
SC21,2023/12/30,8,64.0
SC21,2023/12/30,9,34.0
SC21,2023/12/30,10,42.0
SC21,2023/12/30,11,38.0
SC21,2023/12/30,12,5.0
SC21,2023/12/30,13,132.0
SC21,2023/12/30,14,49.0
SC21,2023/12/30,15,92.0
SC21,2023/12/30,16,70.0
SC21,2023/12/30,17,34.0
SC21,2023/12/30,18,2.0
SC21,2023/12/30,19,153.0
SC21,2023/12/30,20,44.0
SC21,2023/12/30,21,20.0
SC21,2023/12/30,22,12.0
SC21,2023/12/30,23,13.0
SC22,2023/12/01,0,14.0
SC22,2023/12/01,1,0.0
SC22,2023/12/01,2,0.0
SC22,2023/12/01,3,0.0
SC22,2023/12/01,4,0.0
SC22,2023/12/01,5,0.0
SC22,2023/12/01,6,0.0
SC22,2023/12/01,7,205.0
SC22,2023/12/01,8,676.0
SC22,2023/12/01,9,494.0
SC22,2023/12/01,10,519.0
SC22,2023/12/01,11,538.0
SC22,2023/12/01,12,372.0
SC22,2023/12/01,13,93.0
SC22,2023/12/01,14,620.0
SC22,2023/12/01,15,693.0
SC22,2023/12/01,16,380.0
SC22,2023/12/01,17,333.0
SC22,2023/12/01,18,724.0
SC22,2023/12/01,19,415.0
SC22,2023/12/01,20,528.0
SC22,2023/12/01,21,593.0
SC22,2023/12/01,22,680.0
SC22,2023/12/01,23,621.0
SC22,2023/12/02,0,9.0
SC22,2023/12/02,1,0.0
SC22,2023/12/02,2,0.0
SC22,2023/12/02,3,0.0
SC22,2023/12/02,4,0.0
SC22,2023/12/02,5,0.0
SC22,2023/12/02,6,0.0
SC22,2023/12/02,7,189.0
SC22,2023/12/02,8,653.0
SC22,2023/12/02,9,448.0
SC22,2023/12/02,10,458.0
SC22,2023/12/02,11,453.0
SC22,2023/12/02,12,383.0
SC22,2023/12/02,13,111.0
SC22,2023/12/02,14,541.0
SC22,2023/12/02,15,685.0
SC22,2023/12/02,16,339.0
SC22,2023/12/02,17,271.0
SC22,2023/12/02,18,703.0
SC22,2023/12/02,19,372.0
SC22,2023/12/02,20,512.0
SC22,2023/12/02,21,568.0
SC22,2023/12/02,22,648.0
SC22,2023/12/02,23,625.0
SC22,2023/12/03,0,5.0
SC22,2023/12/03,1,0.0
SC22,2023/12/03,2,0.0
SC22,2023/12/03,3,0.0
SC22,2023/12/03,4,0.0
SC22,2023/12/03,5,0.0
SC22,2023/12/03,6,0.0
SC22,2023/12/03,7,181.0
SC22,2023/12/03,8,656.0
SC22,2023/12/03,9,411.0
SC22,2023/12/03,10,473.0
SC22,2023/12/03,11,527.0
SC22,2023/12/03,12,385.0
SC22,2023/12/03,13,136.0
SC22,2023/12/03,14,503.0
SC22,2023/12/03,15,519.0
SC22,2023/12/03,16,290.0
SC22,2023/12/03,17,251.0
SC22,2023/12/03,18,568.0
SC22,2023/12/03,19,339.0
SC22,2023/12/03,20,461.0
SC22,2023/12/03,21,482.0
SC22,2023/12/03,22,651.0
SC22,2023/12/03,23,731.0
SC22,2023/12/04,0,2.0
SC22,2023/12/04,1,0.0
SC22,2023/12/04,2,0.0
SC22,2023/12/04,3,0.0
SC22,2023/12/04,4,0.0
SC22,2023/12/04,5,0.0
SC22,2023/12/04,6,0.0
SC22,2023/12/04,7,169.0
SC22,2023/12/04,8,636.0
SC22,2023/12/04,9,420.0
SC22,2023/12/04,10,519.0
SC22,2023/12/04,11,598.0
SC22,2023/12/04,12,372.0
SC22,2023/12/04,13,179.0
SC22,2023/12/04,14,450.0
SC22,2023/12/04,15,546.0
SC22,2023/12/04,16,227.0
SC22,2023/12/04,17,254.0
SC22,2023/12/04,18,497.0
SC22,2023/12/04,19,369.0
SC22,2023/12/04,20,328.0
SC22,2023/12/04,21,381.0
SC22,2023/12/04,22,528.0
SC22,2023/12/04,23,645.0
SC22,2023/12/05,0,3.0
SC22,2023/12/05,1,0.0
SC22,2023/12/05,2,0.0
SC22,2023/12/05,3,0.0
SC22,2023/12/05,4,0.0
SC22,2023/12/05,5,0.0
SC22,2023/12/05,6,0.0
SC22,2023/12/05,7,170.0
SC22,2023/12/05,8,673.0
SC22,2023/12/05,9,465.0
SC22,2023/12/05,10,564.0
SC22,2023/12/05,11,554.0
SC22,2023/12/05,12,365.0
SC22,2023/12/05,13,167.0
SC22,2023/12/05,14,461.0
SC22,2023/12/05,15,557.0
SC22,2023/12/05,16,256.0
SC22,2023/12/05,17,249.0
SC22,2023/12/05,18,482.0
SC22,2023/12/05,19,362.0
SC22,2023/12/05,20,327.0
SC22,2023/12/05,21,365.0
SC22,2023/12/05,22,495.0
SC22,2023/12/05,23,590.0
SC22,2023/12/06,0,2.0
SC22,2023/12/06,1,0.0
SC22,2023/12/06,2,0.0
SC22,2023/12/06,3,0.0
SC22,2023/12/06,4,0.0
SC22,2023/12/06,5,0.0
SC22,2023/12/06,6,0.0
SC22,2023/12/06,7,167.0
SC22,2023/12/06,8,684.0
SC22,2023/12/06,9,415.0
SC22,2023/12/06,10,472.0
SC22,2023/12/06,11,503.0
SC22,2023/12/06,12,405.0
SC22,2023/12/06,13,150.0
SC22,2023/12/06,14,477.0
SC22,2023/12/06,15,616.0
SC22,2023/12/06,16,231.0
SC22,2023/12/06,17,219.0
SC22,2023/12/06,18,481.0
SC22,2023/12/06,19,359.0
SC22,2023/12/06,20,312.0
SC22,2023/12/06,21,341.0
SC22,2023/12/06,22,486.0
SC22,2023/12/06,23,601.0
SC22,2023/12/07,0,2.0
SC22,2023/12/07,1,0.0
SC22,2023/12/07,2,0.0
SC22,2023/12/07,3,0.0
SC22,2023/12/07,4,0.0
SC22,2023/12/07,5,0.0
SC22,2023/12/07,6,0.0
SC22,2023/12/07,7,157.0
SC22,2023/12/07,8,645.0
SC22,2023/12/07,9,406.0
SC22,2023/12/07,10,446.0
SC22,2023/12/07,11,499.0
SC22,2023/12/07,12,364.0
SC22,2023/12/07,13,126.0
SC22,2023/12/07,14,474.0
SC22,2023/12/07,15,582.0
SC22,2023/12/07,16,221.0
SC22,2023/12/07,17,230.0
SC22,2023/12/07,18,505.0
SC22,2023/12/07,19,350.0
SC22,2023/12/07,20,282.0
SC22,2023/12/07,21,325.0
SC22,2023/12/07,22,441.0
SC22,2023/12/07,23,595.0
SC22,2023/12/08,0,2.0
SC22,2023/12/08,1,0.0
SC22,2023/12/08,2,0.0
SC22,2023/12/08,3,0.0
SC22,2023/12/08,4,0.0
SC22,2023/12/08,5,0.0
SC22,2023/12/08,6,0.0
SC22,2023/12/08,7,147.0
SC22,2023/12/08,8,635.0
SC22,2023/12/08,9,391.0
SC22,2023/12/08,10,489.0
SC22,2023/12/08,11,496.0
SC22,2023/12/08,12,344.0
SC22,2023/12/08,13,125.0
SC22,2023/12/08,14,434.0
SC22,2023/12/08,15,519.0
SC22,2023/12/08,16,205.0
SC22,2023/12/08,17,183.0
SC22,2023/12/08,18,499.0
SC22,2023/12/08,19,329.0
SC22,2023/12/08,20,275.0
SC22,2023/12/08,21,306.0
SC22,2023/12/08,22,433.0
SC22,2023/12/08,23,585.0
SC22,2023/12/09,0,1.0
SC22,2023/12/09,1,0.0
SC22,2023/12/09,2,0.0
SC22,2023/12/09,3,0.0
SC22,2023/12/09,4,0.0
SC22,2023/12/09,5,0.0
SC22,2023/12/09,6,0.0
SC22,2023/12/09,7,144.0
SC22,2023/12/09,8,616.0
SC22,2023/12/09,9,402.0
SC22,2023/12/09,10,434.0
SC22,2023/12/09,11,486.0
SC22,2023/12/09,12,371.0
SC22,2023/12/09,13,129.0
SC22,2023/12/09,14,403.0
SC22,2023/12/09,15,490.0
SC22,2023/12/09,16,171.0
SC22,2023/12/09,17,206.0
SC22,2023/12/09,18,437.0
SC22,2023/12/09,19,323.0
SC22,2023/12/09,20,237.0
SC22,2023/12/09,21,280.0
SC22,2023/12/09,22,414.0
SC22,2023/12/09,23,555.0
SC22,2023/12/10,0,1.0
SC22,2023/12/10,1,0.0
SC22,2023/12/10,2,0.0
SC22,2023/12/10,3,0.0
SC22,2023/12/10,4,0.0
SC22,2023/12/10,5,0.0
SC22,2023/12/10,6,0.0
SC22,2023/12/10,7,145.0
SC22,2023/12/10,8,589.0
SC22,2023/12/10,9,392.0
SC22,2023/12/10,10,453.0
SC22,2023/12/10,11,476.0
SC22,2023/12/10,12,366.0
SC22,2023/12/10,13,127.0
SC22,2023/12/10,14,396.0
SC22,2023/12/10,15,484.0
SC22,2023/12/10,16,185.0
SC22,2023/12/10,17,193.0
SC22,2023/12/10,18,397.0
SC22,2023/12/10,19,339.0
SC22,2023/12/10,20,206.0
SC22,2023/12/10,21,263.0
SC22,2023/12/10,22,409.0
SC22,2023/12/10,23,549.0
SC22,2023/12/11,0,1.0
SC22,2023/12/11,1,0.0
SC22,2023/12/11,2,0.0
SC22,2023/12/11,3,0.0
SC22,2023/12/11,4,0.0
SC22,2023/12/11,5,0.0
SC22,2023/12/11,6,0.0
SC22,2023/12/11,7,138.0
SC22,2023/12/11,8,596.0
SC22,2023/12/11,9,378.0
SC22,2023/12/11,10,457.0
SC22,2023/12/11,11,461.0
SC22,2023/12/11,12,352.0
SC22,2023/12/11,13,107.0
SC22,2023/12/11,14,394.0
SC22,2023/12/11,15,521.0
SC22,2023/12/11,16,174.0
SC22,2023/12/11,17,172.0
SC22,2023/12/11,18,407.0
SC22,2023/12/11,19,346.0
SC22,2023/12/11,20,205.0
SC22,2023/12/11,21,246.0
SC22,2023/12/11,22,389.0
SC22,2023/12/11,23,546.0
SC22,2023/12/12,0,0.0
SC22,2023/12/12,1,0.0
SC22,2023/12/12,2,0.0
SC22,2023/12/12,3,0.0
SC22,2023/12/12,4,0.0
SC22,2023/12/12,5,0.0
SC22,2023/12/12,6,0.0
SC22,2023/12/12,7,129.0
SC22,2023/12/12,8,598.0
SC22,2023/12/12,9,372.0
SC22,2023/12/12,10,418.0
SC22,2023/12/12,11,438.0
SC22,2023/12/12,12,363.0
SC22,2023/12/12,13,90.0
SC22,2023/12/12,14,397.0
SC22,2023/12/12,15,497.0
SC22,2023/12/12,16,171.0
SC22,2023/12/12,17,162.0
SC22,2023/12/12,18,416.0
SC22,2023/12/12,19,333.0
SC22,2023/12/12,20,204.0
SC22,2023/12/12,21,239.0
SC22,2023/12/12,22,366.0
SC22,2023/12/12,23,528.0
SC22,2023/12/13,0,0.0
SC22,2023/12/13,1,0.0
SC22,2023/12/13,2,0.0
SC22,2023/12/13,3,0.0
SC22,2023/12/13,4,0.0
SC22,2023/12/13,5,0.0
SC22,2023/12/13,6,0.0
SC22,2023/12/13,7,124.0
SC22,2023/12/13,8,588.0
SC22,2023/12/13,9,376.0
SC22,2023/12/13,10,405.0
SC22,2023/12/13,11,422.0
SC22,2023/12/13,12,345.0
SC22,2023/12/13,13,82.0
SC22,2023/12/13,14,381.0
SC22,2023/12/13,15,481.0
SC22,2023/12/13,16,163.0
SC22,2023/12/13,17,151.0
SC22,2023/12/13,18,405.0
SC22,2023/12/13,19,315.0
SC22,2023/12/13,20,196.0
SC22,2023/12/13,21,228.0
SC22,2023/12/13,22,364.0
SC22,2023/12/13,23,524.0
SC22,2023/12/14,0,0.0
SC22,2023/12/14,1,0.0
SC22,2023/12/14,2,0.0
SC22,2023/12/14,3,0.0
SC22,2023/12/14,4,0.0
SC22,2023/12/14,5,0.0
SC22,2023/12/14,6,0.0
SC22,2023/12/14,7,119.0
SC22,2023/12/14,8,588.0
SC22,2023/12/14,9,344.0
SC22,2023/12/14,10,377.0
SC22,2023/12/14,11,415.0
SC22,2023/12/14,12,339.0
SC22,2023/12/14,13,92.0
SC22,2023/12/14,14,362.0
SC22,2023/12/14,15,433.0
SC22,2023/12/14,16,140.0
SC22,2023/12/14,17,148.0
SC22,2023/12/14,18,388.0
SC22,2023/12/14,19,314.0
SC22,2023/12/14,20,192.0
SC22,2023/12/14,21,212.0
SC22,2023/12/14,22,336.0
SC22,2023/12/14,23,508.0
SC22,2023/12/15,0,0.0
SC22,2023/12/15,1,0.0
SC22,2023/12/15,2,0.0
SC22,2023/12/15,3,0.0
SC22,2023/12/15,4,0.0
SC22,2023/12/15,5,0.0
SC22,2023/12/15,6,0.0
SC22,2023/12/15,7,114.0
SC22,2023/12/15,8,574.0
SC22,2023/12/15,9,337.0
SC22,2023/12/15,10,397.0
SC22,2023/12/15,11,403.0
SC22,2023/12/15,12,353.0
SC22,2023/12/15,13,104.0
SC22,2023/12/15,14,342.0
SC22,2023/12/15,15,437.0
SC22,2023/12/15,16,140.0
SC22,2023/12/15,17,140.0
SC22,2023/12/15,18,360.0
SC22,2023/12/15,19,314.0
SC22,2023/12/15,20,174.0
SC22,2023/12/15,21,199.0
SC22,2023/12/15,22,317.0
SC22,2023/12/15,23,494.0
SC22,2023/12/16,0,0.0
SC22,2023/12/16,1,0.0
SC22,2023/12/16,2,0.0
SC22,2023/12/16,3,0.0
SC22,2023/12/16,4,0.0
SC22,2023/12/16,5,0.0
SC22,2023/12/16,6,0.0
SC22,2023/12/16,7,110.0
SC22,2023/12/16,8,554.0
SC22,2023/12/16,9,332.0
SC22,2023/12/16,10,402.0
SC22,2023/12/16,11,385.0
SC22,2023/12/16,12,346.0
SC22,2023/12/16,13,108.0
SC22,2023/12/16,14,337.0
SC22,2023/12/16,15,433.0
SC22,2023/12/16,16,128.0
SC22,2023/12/16,17,137.0
SC22,2023/12/16,18,334.0
SC22,2023/12/16,19,313.0
SC22,2023/12/16,20,155.0
SC22,2023/12/16,21,182.0
SC22,2023/12/16,22,309.0
SC22,2023/12/16,23,491.0
SC22,2023/12/17,0,0.0
SC22,2023/12/17,1,0.0
SC22,2023/12/17,2,0.0
SC22,2023/12/17,3,0.0
SC22,2023/12/17,4,0.0
SC22,2023/12/17,5,0.0
SC22,2023/12/17,6,0.0
SC22,2023/12/17,7,106.0
SC22,2023/12/17,8,548.0
SC22,2023/12/17,9,337.0
SC22,2023/12/17,10,346.0
SC22,2023/12/17,11,368.0
SC22,2023/12/17,12,331.0
SC22,2023/12/17,13,101.0
SC22,2023/12/17,14,333.0
SC22,2023/12/17,15,440.0
SC22,2023/12/17,16,124.0
SC22,2023/12/17,17,119.0
SC22,2023/12/17,18,332.0
SC22,2023/12/17,19,307.0
SC22,2023/12/17,20,150.0
SC22,2023/12/17,21,169.0
SC22,2023/12/17,22,286.0
SC22,2023/12/17,23,477.0
SC22,2023/12/18,0,0.0
SC22,2023/12/18,1,0.0
SC22,2023/12/18,2,0.0
SC22,2023/12/18,3,0.0
SC22,2023/12/18,4,0.0
SC22,2023/12/18,5,0.0
SC22,2023/12/18,6,0.0
SC22,2023/12/18,7,101.0
SC22,2023/12/18,8,540.0
SC22,2023/12/18,9,324.0
SC22,2023/12/18,10,344.0
SC22,2023/12/18,11,355.0
SC22,2023/12/18,12,336.0
SC22,2023/12/18,13,91.0
SC22,2023/12/18,14,326.0
SC22,2023/12/18,15,417.0
SC22,2023/12/18,16,119.0
SC22,2023/12/18,17,119.0
SC22,2023/12/18,18,336.0
SC22,2023/12/18,19,300.0
SC22,2023/12/18,20,139.0
SC22,2023/12/18,21,158.0
SC22,2023/12/18,22,274.0
SC22,2023/12/18,23,465.0
SC22,2023/12/19,0,0.0
SC22,2023/12/19,1,0.0
SC22,2023/12/19,2,0.0
SC22,2023/12/19,3,0.0
SC22,2023/12/19,4,0.0
SC22,2023/12/19,5,0.0
SC22,2023/12/19,6,0.0
SC22,2023/12/19,7,97.0
SC22,2023/12/19,8,532.0
SC22,2023/12/19,9,309.0
SC22,2023/12/19,10,344.0
SC22,2023/12/19,11,344.0
SC22,2023/12/19,12,332.0
SC22,2023/12/19,13,85.0
SC22,2023/12/19,14,314.0
SC22,2023/12/19,15,396.0
SC22,2023/12/19,16,105.0
SC22,2023/12/19,17,113.0
SC22,2023/12/19,18,324.0
SC22,2023/12/19,19,292.0
SC22,2023/12/19,20,131.0
SC22,2023/12/19,21,148.0
SC22,2023/12/19,22,263.0
SC22,2023/12/19,23,456.0
SC22,2023/12/20,0,0.0
SC22,2023/12/20,1,0.0
SC22,2023/12/20,2,0.0
SC22,2023/12/20,3,0.0
SC22,2023/12/20,4,0.0
SC22,2023/12/20,5,0.0
SC22,2023/12/20,6,0.0
SC22,2023/12/20,7,95.0
SC22,2023/12/20,8,532.0
SC22,2023/12/20,9,302.0
SC22,2023/12/20,10,328.0
SC22,2023/12/20,11,330.0
SC22,2023/12/20,12,328.0
SC22,2023/12/20,13,85.0
SC22,2023/12/20,14,300.0
SC22,2023/12/20,15,382.0
SC22,2023/12/20,16,103.0
SC22,2023/12/20,17,106.0
SC22,2023/12/20,18,305.0
SC22,2023/12/20,19,290.0
SC22,2023/12/20,20,124.0
SC22,2023/12/20,21,139.0
SC22,2023/12/20,22,249.0
SC22,2023/12/20,23,446.0
SC22,2023/12/21,0,0.0
SC22,2023/12/21,1,0.0
SC22,2023/12/21,2,0.0
SC22,2023/12/21,3,0.0
SC22,2023/12/21,4,0.0
SC22,2023/12/21,5,0.0
SC22,2023/12/21,6,0.0
SC22,2023/12/21,7,92.0
SC22,2023/12/21,8,525.0
SC22,2023/12/21,9,305.0
SC22,2023/12/21,10,325.0
SC22,2023/12/21,11,317.0
SC22,2023/12/21,12,331.0
SC22,2023/12/21,13,84.0
SC22,2023/12/21,14,290.0
SC22,2023/12/21,15,378.0
SC22,2023/12/21,16,94.0
SC22,2023/12/21,17,101.0
SC22,2023/12/21,18,290.0
SC22,2023/12/21,19,291.0
SC22,2023/12/21,20,112.0
SC22,2023/12/21,21,129.0
SC22,2023/12/21,22,239.0
SC22,2023/12/21,23,438.0
SC22,2023/12/22,0,0.0
SC22,2023/12/22,1,0.0
SC22,2023/12/22,2,0.0
SC22,2023/12/22,3,0.0
SC22,2023/12/22,4,0.0
SC22,2023/12/22,5,0.0
SC22,2023/12/22,6,0.0
SC22,2023/12/22,7,87.0
SC22,2023/12/22,8,514.0
SC22,2023/12/22,9,293.0
SC22,2023/12/22,10,303.0
SC22,2023/12/22,11,304.0
SC22,2023/12/22,12,324.0
SC22,2023/12/22,13,78.0
SC22,2023/12/22,14,283.0
SC22,2023/12/22,15,379.0
SC22,2023/12/22,16,91.0
SC22,2023/12/22,17,93.0
SC22,2023/12/22,18,279.0
SC22,2023/12/22,19,288.0
SC22,2023/12/22,20,103.0
SC22,2023/12/22,21,121.0
SC22,2023/12/22,22,226.0
SC22,2023/12/22,23,426.0
SC22,2023/12/23,0,0.0
SC22,2023/12/23,1,0.0
SC22,2023/12/23,2,0.0
SC22,2023/12/23,3,0.0
SC22,2023/12/23,4,0.0
SC22,2023/12/23,5,0.0
SC22,2023/12/23,6,0.0
SC22,2023/12/23,7,83.0
SC22,2023/12/23,8,506.0
SC22,2023/12/23,9,289.0
SC22,2023/12/23,10,297.0
SC22,2023/12/23,11,291.0
SC22,2023/12/23,12,316.0
SC22,2023/12/23,13,69.0
SC22,2023/12/23,14,278.0
SC22,2023/12/23,15,366.0
SC22,2023/12/23,16,88.0
SC22,2023/12/23,17,89.0
SC22,2023/12/23,18,272.0
SC22,2023/12/23,19,281.0
SC22,2023/12/23,20,98.0
SC22,2023/12/23,21,113.0
SC22,2023/12/23,22,218.0
SC22,2023/12/23,23,417.0
SC22,2023/12/24,0,0.0
SC22,2023/12/24,1,0.0
SC22,2023/12/24,2,0.0
SC22,2023/12/24,3,0.0
SC22,2023/12/24,4,0.0
SC22,2023/12/24,5,0.0
SC22,2023/12/24,6,0.0
SC22,2023/12/24,7,80.0
SC22,2023/12/24,8,496.0
SC22,2023/12/24,9,282.0
SC22,2023/12/24,10,288.0
SC22,2023/12/24,11,280.0
SC22,2023/12/24,12,319.0
SC22,2023/12/24,13,63.0
SC22,2023/12/24,14,270.0
SC22,2023/12/24,15,354.0
SC22,2023/12/24,16,80.0
SC22,2023/12/24,17,85.0
SC22,2023/12/24,18,269.0
SC22,2023/12/24,19,276.0
SC22,2023/12/24,20,91.0
SC22,2023/12/24,21,106.0
SC22,2023/12/24,22,207.0
SC22,2023/12/24,23,410.0
SC22,2023/12/25,0,0.0
SC22,2023/12/25,1,0.0
SC22,2023/12/25,2,0.0
SC22,2023/12/25,3,0.0
SC22,2023/12/25,4,0.0
SC22,2023/12/25,5,0.0
SC22,2023/12/25,6,0.0
SC22,2023/12/25,7,77.0
SC22,2023/12/25,8,487.0
SC22,2023/12/25,9,279.0
SC22,2023/12/25,10,266.0
SC22,2023/12/25,11,269.0
SC22,2023/12/25,12,317.0
SC22,2023/12/25,13,64.0
SC22,2023/12/25,14,261.0
SC22,2023/12/25,15,336.0
SC22,2023/12/25,16,77.0
SC22,2023/12/25,17,82.0
SC22,2023/12/25,18,260.0
SC22,2023/12/25,19,273.0
SC22,2023/12/25,20,87.0
SC22,2023/12/25,21,99.0
SC22,2023/12/25,22,196.0
SC22,2023/12/25,23,400.0
SC22,2023/12/26,0,0.0
SC22,2023/12/26,1,0.0
SC22,2023/12/26,2,0.0
SC22,2023/12/26,3,0.0
SC22,2023/12/26,4,0.0
SC22,2023/12/26,5,0.0
SC22,2023/12/26,6,0.0
SC22,2023/12/26,7,74.0
SC22,2023/12/26,8,483.0
SC22,2023/12/26,9,268.0
SC22,2023/12/26,10,272.0
SC22,2023/12/26,11,257.0
SC22,2023/12/26,12,311.0
SC22,2023/12/26,13,67.0
SC22,2023/12/26,14,251.0
SC22,2023/12/26,15,333.0
SC22,2023/12/26,16,71.0
SC22,2023/12/26,17,75.0
SC22,2023/12/26,18,246.0
SC22,2023/12/26,19,271.0
SC22,2023/12/26,20,82.0
SC22,2023/12/26,21,93.0
SC22,2023/12/26,22,189.0
SC22,2023/12/26,23,392.0
SC22,2023/12/27,0,0.0
SC22,2023/12/27,1,0.0
SC22,2023/12/27,2,0.0
SC22,2023/12/27,3,0.0
SC22,2023/12/27,4,0.0
SC22,2023/12/27,5,0.0
SC22,2023/12/27,6,0.0
SC22,2023/12/27,7,71.0
SC22,2023/12/27,8,477.0
SC22,2023/12/27,9,260.0
SC22,2023/12/27,10,262.0
SC22,2023/12/27,11,246.0
SC22,2023/12/27,12,310.0
SC22,2023/12/27,13,70.0
SC22,2023/12/27,14,244.0
SC22,2023/12/27,15,326.0
SC22,2023/12/27,16,68.0
SC22,2023/12/27,17,71.0
SC22,2023/12/27,18,235.0
SC22,2023/12/27,19,268.0
SC22,2023/12/27,20,76.0
SC22,2023/12/27,21,87.0
SC22,2023/12/27,22,179.0
SC22,2023/12/27,23,383.0
SC22,2023/12/28,0,0.0
SC22,2023/12/28,1,0.0
SC22,2023/12/28,2,0.0
SC22,2023/12/28,3,0.0
SC22,2023/12/28,4,0.0
SC22,2023/12/28,5,0.0
SC22,2023/12/28,6,0.0
SC22,2023/12/28,7,68.0
SC22,2023/12/28,8,471.0
SC22,2023/12/28,9,256.0
SC22,2023/12/28,10,242.0
SC22,2023/12/28,11,236.0
SC22,2023/12/28,12,307.0
SC22,2023/12/28,13,68.0
SC22,2023/12/28,14,238.0
SC22,2023/12/28,15,322.0
SC22,2023/12/28,16,65.0
SC22,2023/12/28,17,67.0
SC22,2023/12/28,18,228.0
SC22,2023/12/28,19,264.0
SC22,2023/12/28,20,71.0
