分拣中心,日期,班次,出勤正式工编号,类型
SC60,2023/12/25,14:00-22:00,32,正式工
SC60,2023/12/27,14:00-22:00,32,正式工
SC60,2023/12/02,08:00-16:00,33,正式工
SC60,2023/12/03,12:00-20:00,33,正式工
SC60,2023/12/06,08:00-16:00,33,正式工
SC60,2023/12/07,16:00-24:00,33,正式工
SC60,2023/12/08,00:00-08:00,33,正式工
SC60,2023/12/11,08:00-16:00,33,正式工
SC60,2023/12/13,00:00-08:00,33,正式工
SC60,2023/12/15,05:00-13:00,33,正式工
SC60,2023/12/16,14:00-22:00,33,正式工
SC60,2023/12/17,08:00-16:00,33,正式工
SC60,2023/12/18,12:00-20:00,33,正式工
SC60,2023/12/21,12:00-20:00,33,正式工
SC60,2023/12/22,00:00-08:00,33,正式工
SC60,2023/12/23,12:00-20:00,33,正式工
SC60,2023/12/24,14:00-22:00,33,正式工
SC60,2023/12/25,05:00-13:00,33,正式工
SC60,2023/12/26,16:00-24:00,33,正式工
SC60,2023/12/27,16:00-24:00,33,正式工
SC60,2023/12/29,12:00-20:00,33,正式工
SC60,2023/12/30,05:00-13:00,33,正式工
SC60,2023/12/03,00:00-08:00,34,正式工
SC60,2023/12/06,16:00-24:00,34,正式工
SC60,2023/12/07,16:00-24:00,34,正式工
SC60,2023/12/08,08:00-16:00,34,正式工
SC60,2023/12/09,12:00-20:00,34,正式工
SC60,2023/12/10,16:00-24:00,34,正式工
SC60,2023/12/11,05:00-13:00,34,正式工
SC60,2023/12/12,08:00-16:00,34,正式工
SC60,2023/12/17,12:00-20:00,34,正式工
SC60,2023/12/20,12:00-20:00,34,正式工
SC60,2023/12/22,05:00-13:00,34,正式工
SC60,2023/12/23,00:00-08:00,34,正式工
SC60,2023/12/24,16:00-24:00,34,正式工
SC60,2023/12/25,05:00-13:00,34,正式工
SC60,2023/12/26,12:00-20:00,34,正式工
SC60,2023/12/27,05:00-13:00,34,正式工
SC60,2023/12/01,00:00-08:00,35,正式工
SC60,2023/12/02,16:00-24:00,35,正式工
SC60,2023/12/06,00:00-08:00,35,正式工
SC60,2023/12/07,16:00-24:00,35,正式工
SC60,2023/12/09,08:00-16:00,35,正式工
SC60,2023/12/13,00:00-08:00,35,正式工
SC60,2023/12/14,16:00-24:00,35,正式工
SC60,2023/12/15,12:00-20:00,35,正式工
SC60,2023/12/18,00:00-08:00,35,正式工
SC60,2023/12/19,16:00-24:00,35,正式工
SC60,2023/12/20,16:00-24:00,35,正式工
SC60,2023/12/23,14:00-22:00,35,正式工
SC60,2023/12/26,05:00-13:00,35,正式工
SC60,2023/12/27,00:00-08:00,35,正式工
SC60,2023/12/01,12:00-20:00,36,正式工
SC60,2023/12/02,08:00-16:00,36,正式工
SC60,2023/12/03,08:00-16:00,36,正式工
SC60,2023/12/06,05:00-13:00,36,正式工
SC60,2023/12/07,16:00-24:00,36,正式工
SC60,2023/12/08,14:00-22:00,36,正式工
SC60,2023/12/09,05:00-13:00,36,正式工
SC60,2023/12/11,12:00-20:00,36,正式工
SC60,2023/12/12,08:00-16:00,36,正式工
SC60,2023/12/13,12:00-20:00,36,正式工
SC60,2023/12/14,05:00-13:00,36,正式工
SC60,2023/12/16,12:00-20:00,36,正式工
SC60,2023/12/20,00:00-08:00,36,正式工
SC60,2023/12/21,08:00-16:00,36,正式工
SC60,2023/12/22,14:00-22:00,36,正式工
SC60,2023/12/23,14:00-22:00,36,正式工
SC60,2023/12/26,08:00-16:00,36,正式工
SC60,2023/12/27,14:00-22:00,36,正式工
SC60,2023/12/28,12:00-20:00,36,正式工
SC60,2023/12/30,08:00-16:00,36,正式工
SC60,2023/12/02,08:00-16:00,37,正式工
SC60,2023/12/03,05:00-13:00,37,正式工
SC60,2023/12/05,08:00-16:00,37,正式工
SC60,2023/12/07,16:00-24:00,37,正式工
SC60,2023/12/08,16:00-24:00,37,正式工
SC60,2023/12/09,16:00-24:00,37,正式工
SC60,2023/12/11,16:00-24:00,37,正式工
SC60,2023/12/12,12:00-20:00,37,正式工
SC60,2023/12/13,12:00-20:00,37,正式工
SC60,2023/12/14,16:00-24:00,37,正式工
SC60,2023/12/15,08:00-16:00,37,正式工
SC60,2023/12/17,16:00-24:00,37,正式工
SC60,2023/12/19,08:00-16:00,37,正式工
SC60,2023/12/21,14:00-22:00,37,正式工
SC60,2023/12/25,14:00-22:00,37,正式工
SC60,2023/12/28,05:00-13:00,37,正式工
SC60,2023/12/29,08:00-16:00,37,正式工
SC60,2023/12/30,05:00-13:00,37,正式工
SC60,2023/12/02,16:00-24:00,38,正式工
SC60,2023/12/04,08:00-16:00,38,正式工
SC60,2023/12/06,16:00-24:00,38,正式工
SC60,2023/12/07,05:00-13:00,38,正式工
SC60,2023/12/08,05:00-13:00,38,正式工
SC60,2023/12/09,12:00-20:00,38,正式工
SC60,2023/12/10,05:00-13:00,38,正式工
SC60,2023/12/11,12:00-20:00,38,正式工
SC60,2023/12/13,16:00-24:00,38,正式工
SC60,2023/12/14,08:00-16:00,38,正式工
SC60,2023/12/15,08:00-16:00,38,正式工
SC60,2023/12/16,08:00-16:00,38,正式工
SC60,2023/12/17,14:00-22:00,38,正式工
SC60,2023/12/18,08:00-16:00,38,正式工
SC60,2023/12/20,12:00-20:00,38,正式工
SC60,2023/12/22,14:00-22:00,38,正式工
SC60,2023/12/23,08:00-16:00,38,正式工
SC60,2023/12/24,16:00-24:00,38,正式工
SC60,2023/12/25,16:00-24:00,38,正式工
SC60,2023/12/26,05:00-13:00,38,正式工
SC60,2023/12/28,14:00-22:00,38,正式工
SC60,2023/12/29,16:00-24:00,38,正式工
SC60,2023/12/30,14:00-22:00,38,正式工
SC60,2023/12/05,12:00-20:00,39,正式工
SC60,2023/12/06,05:00-13:00,39,正式工
SC60,2023/12/09,16:00-24:00,39,正式工
SC60,2023/12/11,05:00-13:00,39,正式工
SC60,2023/12/12,08:00-16:00,39,正式工
SC60,2023/12/14,12:00-20:00,39,正式工
SC60,2023/12/17,05:00-13:00,39,正式工
SC60,2023/12/19,16:00-24:00,39,正式工
SC60,2023/12/22,16:00-24:00,39,正式工
SC60,2023/12/25,14:00-22:00,39,正式工
SC60,2023/12/27,14:00-22:00,39,正式工
SC60,2023/12/29,16:00-24:00,39,正式工
SC60,2023/12/02,12:00-20:00,40,正式工
SC60,2023/12/03,12:00-20:00,40,正式工
SC60,2023/12/06,05:00-13:00,40,正式工
SC60,2023/12/08,14:00-22:00,40,正式工
SC60,2023/12/09,12:00-20:00,40,正式工
SC60,2023/12/10,14:00-22:00,40,正式工
SC60,2023/12/11,14:00-22:00,40,正式工
SC60,2023/12/12,08:00-16:00,40,正式工
SC60,2023/12/13,12:00-20:00,40,正式工
SC60,2023/12/15,08:00-16:00,40,正式工
SC60,2023/12/16,00:00-08:00,40,正式工
SC60,2023/12/17,05:00-13:00,40,正式工
SC60,2023/12/18,05:00-13:00,40,正式工
SC60,2023/12/19,16:00-24:00,40,正式工
SC60,2023/12/20,00:00-08:00,40,正式工
SC60,2023/12/21,12:00-20:00,40,正式工
SC60,2023/12/23,14:00-22:00,40,正式工
SC60,2023/12/24,12:00-20:00,40,正式工
SC60,2023/12/26,12:00-20:00,40,正式工
SC60,2023/12/27,14:00-22:00,40,正式工
SC60,2023/12/28,08:00-16:00,40,正式工
SC60,2023/12/29,16:00-24:00,40,正式工
SC60,2023/12/30,00:00-08:00,40,正式工
SC60,2023/12/01,14:00-22:00,41,正式工
SC60,2023/12/02,08:00-16:00,41,正式工
SC60,2023/12/03,14:00-22:00,41,正式工
SC60,2023/12/04,08:00-16:00,41,正式工
SC60,2023/12/05,12:00-20:00,41,正式工
SC60,2023/12/06,16:00-24:00,41,正式工
SC60,2023/12/08,05:00-13:00,41,正式工
SC60,2023/12/09,12:00-20:00,41,正式工
SC60,2023/12/10,12:00-20:00,41,正式工
SC60,2023/12/11,00:00-08:00,41,正式工
SC60,2023/12/13,05:00-13:00,41,正式工
SC60,2023/12/15,05:00-13:00,41,正式工
SC60,2023/12/16,08:00-16:00,41,正式工
SC60,2023/12/18,00:00-08:00,41,正式工
SC60,2023/12/19,00:00-08:00,41,正式工
SC60,2023/12/20,08:00-16:00,41,正式工
SC60,2023/12/21,08:00-16:00,41,正式工
SC60,2023/12/23,08:00-16:00,41,正式工
SC60,2023/12/24,05:00-13:00,41,正式工
SC60,2023/12/25,16:00-24:00,41,正式工
SC60,2023/12/26,00:00-08:00,41,正式工
SC60,2023/12/27,16:00-24:00,41,正式工
SC60,2023/12/29,08:00-16:00,41,正式工
SC60,2023/12/30,05:00-13:00,41,正式工
SC60,2023/12/01,14:00-22:00,42,正式工
SC60,2023/12/02,12:00-20:00,42,正式工
SC60,2023/12/05,08:00-16:00,42,正式工
SC60,2023/12/06,14:00-22:00,42,正式工
SC60,2023/12/07,12:00-20:00,42,正式工
SC60,2023/12/09,08:00-16:00,42,正式工
SC60,2023/12/11,08:00-16:00,42,正式工
SC60,2023/12/12,16:00-24:00,42,正式工
SC60,2023/12/13,08:00-16:00,42,正式工
SC60,2023/12/16,14:00-22:00,42,正式工
SC60,2023/12/17,14:00-22:00,42,正式工
SC60,2023/12/18,16:00-24:00,42,正式工
SC60,2023/12/19,05:00-13:00,42,正式工
SC60,2023/12/20,00:00-08:00,42,正式工
SC60,2023/12/21,05:00-13:00,42,正式工
SC60,2023/12/23,08:00-16:00,42,正式工
SC60,2023/12/24,08:00-16:00,42,正式工
SC60,2023/12/25,14:00-22:00,42,正式工
SC60,2023/12/26,12:00-20:00,42,正式工
SC60,2023/12/27,05:00-13:00,42,正式工
SC60,2023/12/28,12:00-20:00,42,正式工
SC60,2023/12/29,05:00-13:00,42,正式工
SC60,2023/12/01,14:00-22:00,43,正式工
SC60,2023/12/02,12:00-20:00,43,正式工
SC60,2023/12/03,05:00-13:00,43,正式工
SC60,2023/12/04,00:00-08:00,43,正式工
SC60,2023/12/15,12:00-20:00,43,正式工
SC60,2023/12/19,14:00-22:00,43,正式工
SC60,2023/12/21,14:00-22:00,43,正式工
SC60,2023/12/22,00:00-08:00,43,正式工
SC60,2023/12/23,12:00-20:00,43,正式工
SC60,2023/12/25,05:00-13:00,43,正式工
SC60,2023/12/26,00:00-08:00,43,正式工
SC60,2023/12/27,05:00-13:00,43,正式工
SC60,2023/12/28,08:00-16:00,43,正式工
SC60,2023/12/01,14:00-22:00,44,正式工
SC60,2023/12/03,14:00-22:00,44,正式工
SC60,2023/12/04,08:00-16:00,44,正式工
SC60,2023/12/06,05:00-13:00,44,正式工
SC60,2023/12/08,00:00-08:00,44,正式工
SC60,2023/12/09,08:00-16:00,44,正式工
SC60,2023/12/10,00:00-08:00,44,正式工
SC60,2023/12/12,16:00-24:00,44,正式工
SC60,2023/12/17,00:00-08:00,44,正式工
SC60,2023/12/22,00:00-08:00,44,正式工
SC60,2023/12/24,14:00-22:00,44,正式工
SC60,2023/12/25,05:00-13:00,44,正式工
SC60,2023/12/26,00:00-08:00,44,正式工
SC60,2023/12/27,16:00-24:00,44,正式工
SC60,2023/12/29,12:00-20:00,44,正式工
SC60,2023/12/01,00:00-08:00,45,正式工
SC60,2023/12/02,05:00-13:00,45,正式工
SC60,2023/12/03,08:00-16:00,45,正式工
SC60,2023/12/07,00:00-08:00,45,正式工
SC60,2023/12/08,14:00-22:00,45,正式工
SC60,2023/12/09,00:00-08:00,45,正式工
SC60,2023/12/10,12:00-20:00,45,正式工
SC60,2023/12/14,16:00-24:00,45,正式工
SC60,2023/12/16,14:00-22:00,45,正式工
SC60,2023/12/17,08:00-16:00,45,正式工
SC60,2023/12/20,05:00-13:00,45,正式工
SC60,2023/12/21,05:00-13:00,45,正式工
SC60,2023/12/22,08:00-16:00,45,正式工
SC60,2023/12/25,14:00-22:00,45,正式工
SC60,2023/12/26,00:00-08:00,45,正式工
SC60,2023/12/27,00:00-08:00,45,正式工
SC60,2023/12/28,05:00-13:00,45,正式工
SC60,2023/12/02,08:00-16:00,46,正式工
SC60,2023/12/03,14:00-22:00,46,正式工
SC60,2023/12/04,05:00-13:00,46,正式工
SC60,2023/12/06,00:00-08:00,46,正式工
SC60,2023/12/07,08:00-16:00,46,正式工
SC60,2023/12/08,08:00-16:00,46,正式工
SC60,2023/12/10,16:00-24:00,46,正式工
SC60,2023/12/11,08:00-16:00,46,正式工
SC60,2023/12/13,14:00-22:00,46,正式工
SC60,2023/12/14,05:00-13:00,46,正式工
SC60,2023/12/15,05:00-13:00,46,正式工
SC60,2023/12/17,14:00-22:00,46,正式工
SC60,2023/12/18,08:00-16:00,46,正式工
SC60,2023/12/21,14:00-22:00,46,正式工
SC60,2023/12/25,14:00-22:00,46,正式工
SC60,2023/12/27,05:00-13:00,46,正式工
SC60,2023/12/28,08:00-16:00,46,正式工
SC60,2023/12/29,12:00-20:00,46,正式工
SC60,2023/12/30,08:00-16:00,46,正式工
SC60,2023/12/01,00:00-08:00,47,正式工
SC60,2023/12/02,08:00-16:00,47,正式工
SC60,2023/12/03,12:00-20:00,47,正式工
SC60,2023/12/05,16:00-24:00,47,正式工
SC60,2023/12/06,08:00-16:00,47,正式工
SC60,2023/12/07,00:00-08:00,47,正式工
SC60,2023/12/08,12:00-20:00,47,正式工
SC60,2023/12/09,16:00-24:00,47,正式工
SC60,2023/12/11,05:00-13:00,47,正式工
SC60,2023/12/12,08:00-16:00,47,正式工
SC60,2023/12/13,14:00-22:00,47,正式工
SC60,2023/12/15,14:00-22:00,47,正式工
SC60,2023/12/17,12:00-20:00,47,正式工
SC60,2023/12/18,12:00-20:00,47,正式工
SC60,2023/12/19,16:00-24:00,47,正式工
SC60,2023/12/20,08:00-16:00,47,正式工
SC60,2023/12/21,00:00-08:00,47,正式工
SC60,2023/12/22,00:00-08:00,47,正式工
SC60,2023/12/23,16:00-24:00,47,正式工
SC60,2023/12/25,08:00-16:00,47,正式工
SC60,2023/12/26,12:00-20:00,47,正式工
SC60,2023/12/27,12:00-20:00,47,正式工
SC60,2023/12/28,00:00-08:00,47,正式工
SC60,2023/12/29,00:00-08:00,47,正式工
SC60,2023/12/30,14:00-22:00,47,正式工
SC60,2023/12/01,00:00-08:00,48,正式工
SC60,2023/12/04,14:00-22:00,48,正式工
SC60,2023/12/05,08:00-16:00,48,正式工
SC60,2023/12/07,16:00-24:00,48,正式工
SC60,2023/12/10,14:00-22:00,48,正式工
SC60,2023/12/11,08:00-16:00,48,正式工
SC60,2023/12/12,00:00-08:00,48,正式工
SC60,2023/12/13,16:00-24:00,48,正式工
SC60,2023/12/15,05:00-13:00,48,正式工
SC60,2023/12/20,16:00-24:00,48,正式工
SC60,2023/12/22,00:00-08:00,48,正式工
SC60,2023/12/23,12:00-20:00,48,正式工
SC60,2023/12/26,05:00-13:00,48,正式工
SC60,2023/12/27,16:00-24:00,48,正式工
SC60,2023/12/30,00:00-08:00,48,正式工
SC60,2023/12/01,12:00-20:00,49,正式工
SC60,2023/12/03,16:00-24:00,49,正式工
SC60,2023/12/05,14:00-22:00,49,正式工
SC60,2023/12/06,12:00-20:00,49,正式工
SC60,2023/12/08,14:00-22:00,49,正式工
SC60,2023/12/11,05:00-13:00,49,正式工
SC60,2023/12/12,05:00-13:00,49,正式工
SC60,2023/12/13,08:00-16:00,49,正式工
SC60,2023/12/17,16:00-24:00,49,正式工
SC60,2023/12/20,08:00-16:00,49,正式工
SC60,2023/12/21,14:00-22:00,49,正式工
SC60,2023/12/23,08:00-16:00,49,正式工
SC60,2023/12/27,05:00-13:00,49,正式工
SC60,2023/12/30,12:00-20:00,49,正式工
SC60,2023/12/03,16:00-24:00,50,正式工
SC60,2023/12/04,08:00-16:00,50,正式工
SC60,2023/12/05,14:00-22:00,50,正式工
SC60,2023/12/06,05:00-13:00,50,正式工
SC60,2023/12/10,16:00-24:00,50,正式工
SC60,2023/12/11,14:00-22:00,50,正式工
SC60,2023/12/12,12:00-20:00,50,正式工
SC60,2023/12/15,05:00-13:00,50,正式工
SC60,2023/12/16,12:00-20:00,50,正式工
SC60,2023/12/17,00:00-08:00,50,正式工
SC60,2023/12/18,14:00-22:00,50,正式工
SC60,2023/12/19,14:00-22:00,50,正式工
SC60,2023/12/20,16:00-24:00,50,正式工
SC60,2023/12/21,08:00-16:00,50,正式工
SC60,2023/12/23,00:00-08:00,50,正式工
SC60,2023/12/24,12:00-20:00,50,正式工
SC60,2023/12/25,16:00-24:00,50,正式工
SC60,2023/12/26,16:00-24:00,50,正式工
SC60,2023/12/27,08:00-16:00,50,正式工
SC60,2023/12/29,08:00-16:00,50,正式工
SC60,2023/12/30,16:00-24:00,50,正式工
SC60,2023/12/02,05:00-13:00,51,正式工
SC60,2023/12/03,14:00-22:00,51,正式工
SC60,2023/12/04,16:00-24:00,51,正式工
SC60,2023/12/07,08:00-16:00,51,正式工
SC60,2023/12/12,00:00-08:00,51,正式工
SC60,2023/12/15,00:00-08:00,51,正式工
SC60,2023/12/16,14:00-22:00,51,正式工
SC60,2023/12/17,16:00-24:00,51,正式工
SC60,2023/12/19,05:00-13:00,51,正式工
SC60,2023/12/21,00:00-08:00,51,正式工
SC60,2023/12/22,05:00-13:00,51,正式工
SC60,2023/12/23,16:00-24:00,51,正式工
SC60,2023/12/25,05:00-13:00,51,正式工
SC60,2023/12/26,16:00-24:00,51,正式工
SC60,2023/12/27,14:00-22:00,51,正式工
SC60,2023/12/28,16:00-24:00,51,正式工
SC60,2023/12/02,12:00-20:00,52,正式工
SC60,2023/12/03,00:00-08:00,52,正式工
SC60,2023/12/04,00:00-08:00,52,正式工
SC60,2023/12/05,08:00-16:00,52,正式工
SC60,2023/12/07,05:00-13:00,52,正式工
SC60,2023/12/08,14:00-22:00,52,正式工
SC60,2023/12/09,14:00-22:00,52,正式工
SC60,2023/12/10,05:00-13:00,52,正式工
SC60,2023/12/12,16:00-24:00,52,正式工
SC60,2023/12/13,05:00-13:00,52,正式工
SC60,2023/12/14,16:00-24:00,52,正式工
SC60,2023/12/16,08:00-16:00,52,正式工
SC60,2023/12/17,16:00-24:00,52,正式工
SC60,2023/12/18,14:00-22:00,52,正式工
SC60,2023/12/19,14:00-22:00,52,正式工
SC60,2023/12/20,12:00-20:00,52,正式工
SC60,2023/12/21,12:00-20:00,52,正式工
SC60,2023/12/22,00:00-08:00,52,正式工
SC60,2023/12/24,00:00-08:00,52,正式工
SC60,2023/12/25,16:00-24:00,52,正式工
SC60,2023/12/26,12:00-20:00,52,正式工
SC60,2023/12/27,12:00-20:00,52,正式工
SC60,2023/12/28,12:00-20:00,52,正式工
SC60,2023/12/30,14:00-22:00,52,正式工
SC60,2023/12/02,16:00-24:00,53,正式工
SC60,2023/12/05,05:00-13:00,53,正式工
SC60,2023/12/06,05:00-13:00,53,正式工
SC60,2023/12/07,05:00-13:00,53,正式工
SC60,2023/12/08,16:00-24:00,53,正式工
SC60,2023/12/09,14:00-22:00,53,正式工
SC60,2023/12/10,14:00-22:00,53,正式工
SC60,2023/12/12,16:00-24:00,53,正式工
SC60,2023/12/14,05:00-13:00,53,正式工
SC60,2023/12/15,12:00-20:00,53,正式工
SC60,2023/12/16,08:00-16:00,53,正式工
SC60,2023/12/17,05:00-13:00,53,正式工
SC60,2023/12/18,16:00-24:00,53,正式工
SC60,2023/12/19,08:00-16:00,53,正式工
SC60,2023/12/21,08:00-16:00,53,正式工
SC60,2023/12/22,00:00-08:00,53,正式工
SC60,2023/12/23,14:00-22:00,53,正式工
SC60,2023/12/24,12:00-20:00,53,正式工
SC60,2023/12/25,00:00-08:00,53,正式工
SC60,2023/12/26,05:00-13:00,53,正式工
SC60,2023/12/28,16:00-24:00,53,正式工
SC60,2023/12/29,12:00-20:00,53,正式工
SC60,2023/12/02,05:00-13:00,54,正式工
SC60,2023/12/03,08:00-16:00,54,正式工
SC60,2023/12/04,00:00-08:00,54,正式工
SC60,2023/12/05,16:00-24:00,54,正式工
SC60,2023/12/06,14:00-22:00,54,正式工
SC60,2023/12/07,05:00-13:00,54,正式工
SC60,2023/12/10,00:00-08:00,54,正式工
SC60,2023/12/11,08:00-16:00,54,正式工
SC60,2023/12/12,05:00-13:00,54,正式工
SC60,2023/12/13,05:00-13:00,54,正式工
SC60,2023/12/14,05:00-13:00,54,正式工
SC60,2023/12/15,05:00-13:00,54,正式工
SC60,2023/12/17,05:00-13:00,54,正式工
SC60,2023/12/18,14:00-22:00,54,正式工
SC60,2023/12/20,08:00-16:00,54,正式工
SC60,2023/12/21,16:00-24:00,54,正式工
SC60,2023/12/23,14:00-22:00,54,正式工
SC60,2023/12/24,08:00-16:00,54,正式工
SC60,2023/12/25,14:00-22:00,54,正式工
SC60,2023/12/26,05:00-13:00,54,正式工
SC60,2023/12/27,14:00-22:00,54,正式工
SC60,2023/12/28,00:00-08:00,54,正式工
SC60,2023/12/29,00:00-08:00,54,正式工
SC60,2023/12/01,16:00-24:00,55,正式工
SC60,2023/12/02,12:00-20:00,55,正式工
SC60,2023/12/04,00:00-08:00,55,正式工
SC60,2023/12/08,08:00-16:00,55,正式工
SC60,2023/12/09,16:00-24:00,55,正式工
SC60,2023/12/10,05:00-13:00,55,正式工
SC60,2023/12/11,00:00-08:00,55,正式工
SC60,2023/12/12,00:00-08:00,55,正式工
SC60,2023/12/13,16:00-24:00,55,正式工
SC60,2023/12/14,14:00-22:00,55,正式工
SC60,2023/12/16,05:00-13:00,55,正式工
SC60,2023/12/17,05:00-13:00,55,正式工
SC60,2023/12/18,05:00-13:00,55,正式工
SC60,2023/12/19,08:00-16:00,55,正式工
SC60,2023/12/20,08:00-16:00,55,正式工
SC60,2023/12/21,05:00-13:00,55,正式工
SC60,2023/12/22,08:00-16:00,55,正式工
SC60,2023/12/24,16:00-24:00,55,正式工
SC60,2023/12/25,12:00-20:00,55,正式工
SC60,2023/12/26,08:00-16:00,55,正式工
SC60,2023/12/27,00:00-08:00,55,正式工
SC60,2023/12/28,05:00-13:00,55,正式工
SC60,2023/12/29,08:00-16:00,55,正式工
SC60,2023/12/30,00:00-08:00,55,正式工
SC60,2023/12/01,00:00-08:00,56,正式工
SC60,2023/12/02,14:00-22:00,56,正式工
SC60,2023/12/03,16:00-24:00,56,正式工
SC60,2023/12/04,14:00-22:00,56,正式工
SC60,2023/12/05,12:00-20:00,56,正式工
SC60,2023/12/06,08:00-16:00,56,正式工
SC60,2023/12/07,12:00-20:00,56,正式工
SC60,2023/12/09,05:00-13:00,56,正式工
SC60,2023/12/10,08:00-16:00,56,正式工
SC60,2023/12/12,16:00-24:00,56,正式工
SC60,2023/12/14,00:00-08:00,56,正式工
SC60,2023/12/18,08:00-16:00,56,正式工
SC60,2023/12/19,14:00-22:00,56,正式工
SC60,2023/12/20,12:00-20:00,56,正式工
SC60,2023/12/21,12:00-20:00,56,正式工
SC60,2023/12/22,08:00-16:00,56,正式工
SC60,2023/12/25,12:00-20:00,56,正式工
SC60,2023/12/26,16:00-24:00,56,正式工
SC60,2023/12/27,00:00-08:00,56,正式工
SC60,2023/12/28,12:00-20:00,56,正式工
SC60,2023/12/29,00:00-08:00,56,正式工
SC60,2023/12/30,16:00-24:00,56,正式工
SC60,2023/12/01,00:00-08:00,57,正式工
SC60,2023/12/02,16:00-24:00,57,正式工
SC60,2023/12/03,00:00-08:00,57,正式工
SC60,2023/12/06,12:00-20:00,57,正式工
SC60,2023/12/08,00:00-08:00,57,正式工
SC60,2023/12/09,08:00-16:00,57,正式工
SC60,2023/12/10,08:00-16:00,57,正式工
SC60,2023/12/11,05:00-13:00,57,正式工
SC60,2023/12/14,05:00-13:00,57,正式工
SC60,2023/12/16,16:00-24:00,57,正式工
SC60,2023/12/19,16:00-24:00,57,正式工
SC60,2023/12/20,05:00-13:00,57,正式工
SC60,2023/12/21,16:00-24:00,57,正式工
SC60,2023/12/22,16:00-24:00,57,正式工
SC60,2023/12/23,00:00-08:00,57,正式工
SC60,2023/12/25,00:00-08:00,57,正式工
SC60,2023/12/26,12:00-20:00,57,正式工
SC60,2023/12/27,16:00-24:00,57,正式工
SC60,2023/12/28,14:00-22:00,57,正式工
SC60,2023/12/29,14:00-22:00,57,正式工
SC60,2023/12/01,00:00-08:00,58,正式工
SC60,2023/12/02,12:00-20:00,58,正式工
SC60,2023/12/04,05:00-13:00,58,正式工
SC60,2023/12/05,05:00-13:00,58,正式工
SC60,2023/12/06,00:00-08:00,58,正式工
SC60,2023/12/07,00:00-08:00,58,正式工
SC60,2023/12/08,12:00-20:00,58,正式工
SC60,2023/12/10,16:00-24:00,58,正式工
SC60,2023/12/11,12:00-20:00,58,正式工
SC60,2023/12/12,05:00-13:00,58,正式工
SC60,2023/12/13,05:00-13:00,58,正式工
SC60,2023/12/15,05:00-13:00,58,正式工
SC60,2023/12/16,08:00-16:00,58,正式工
SC60,2023/12/17,00:00-08:00,58,正式工
SC60,2023/12/18,12:00-20:00,58,正式工
SC60,2023/12/19,08:00-16:00,58,正式工
SC60,2023/12/20,08:00-16:00,58,正式工
SC60,2023/12/22,16:00-24:00,58,正式工
SC60,2023/12/23,08:00-16:00,58,正式工
SC60,2023/12/24,00:00-08:00,58,正式工
SC60,2023/12/25,16:00-24:00,58,正式工
SC60,2023/12/26,08:00-16:00,58,正式工
SC60,2023/12/28,14:00-22:00,58,正式工
SC60,2023/12/30,00:00-08:00,58,正式工
SC60,2023/12/01,08:00-16:00,59,正式工
SC60,2023/12/03,00:00-08:00,59,正式工
SC60,2023/12/05,14:00-22:00,59,正式工
SC60,2023/12/06,05:00-13:00,59,正式工
SC60,2023/12/07,16:00-24:00,59,正式工
SC60,2023/12/08,08:00-16:00,59,正式工
SC60,2023/12/12,12:00-20:00,59,正式工
SC60,2023/12/13,16:00-24:00,59,正式工
SC60,2023/12/14,14:00-22:00,59,正式工
SC60,2023/12/17,05:00-13:00,59,正式工
SC60,2023/12/18,05:00-13:00,59,正式工
SC60,2023/12/19,16:00-24:00,59,正式工
SC60,2023/12/20,16:00-24:00,59,正式工
SC60,2023/12/22,00:00-08:00,59,正式工
SC60,2023/12/23,08:00-16:00,59,正式工
SC60,2023/12/24,08:00-16:00,59,正式工
SC60,2023/12/25,05:00-13:00,59,正式工
SC60,2023/12/26,05:00-13:00,59,正式工
SC60,2023/12/27,00:00-08:00,59,正式工
SC60,2023/12/28,00:00-08:00,59,正式工
SC60,2023/12/01,12:00-20:00,60,正式工
SC60,2023/12/02,16:00-24:00,60,正式工
SC60,2023/12/03,16:00-24:00,60,正式工
SC60,2023/12/04,00:00-08:00,60,正式工
SC60,2023/12/05,16:00-24:00,60,正式工
SC60,2023/12/06,08:00-16:00,60,正式工
SC60,2023/12/08,16:00-24:00,60,正式工
SC60,2023/12/11,05:00-13:00,60,正式工
SC60,2023/12/12,12:00-20:00,60,正式工
SC60,2023/12/13,14:00-22:00,60,正式工
SC60,2023/12/15,14:00-22:00,60,正式工
SC60,2023/12/16,05:00-13:00,60,正式工
SC60,2023/12/17,16:00-24:00,60,正式工
SC60,2023/12/19,05:00-13:00,60,正式工
SC60,2023/12/20,14:00-22:00,60,正式工
SC60,2023/12/21,05:00-13:00,60,正式工
SC60,2023/12/23,16:00-24:00,60,正式工
SC60,2023/12/25,12:00-20:00,60,正式工
SC60,2023/12/26,08:00-16:00,60,正式工
SC60,2023/12/27,08:00-16:00,60,正式工
SC60,2023/12/28,05:00-13:00,60,正式工
SC60,2023/12/30,05:00-13:00,60,正式工
SC60,2023/12/01,05:00-13:00,61,正式工
SC60,2023/12/02,08:00-16:00,61,正式工
SC60,2023/12/04,00:00-08:00,61,正式工
SC60,2023/12/05,14:00-22:00,61,正式工
SC60,2023/12/08,08:00-16:00,61,正式工
SC60,2023/12/09,00:00-08:00,61,正式工
SC60,2023/12/12,00:00-08:00,61,正式工
SC60,2023/12/13,08:00-16:00,61,正式工
SC60,2023/12/15,16:00-24:00,61,正式工
