分拣中心,日期,班次,正式工人数,临时工人数,班次货量
SC22,2023/12/22,08:00-16:00,13,0,2477.0
SC22,2023/12/22,12:00-20:00,10,0,1814.0
SC22,2023/12/22,14:00-22:00,9,0,1637.0
SC22,2023/12/22,16:00-24:00,9,0,1627.0
SC22,2023/12/23,00:00-08:00,1,0,83.0
SC22,2023/12/23,05:00-13:00,9,0,1784.0
SC22,2023/12/23,08:00-16:00,13,0,2413.0
SC22,2023/12/23,12:00-20:00,9,0,1759.0
SC22,2023/12/23,14:00-22:00,8,0,1585.0
SC22,2023/12/23,16:00-24:00,8,0,1576.0
SC22,2023/12/24,00:00-08:00,1,0,80.0
SC22,2023/12/24,05:00-13:00,9,0,1745.0
SC22,2023/12/24,08:00-16:00,12,0,2351.0
SC22,2023/12/24,12:00-20:00,9,0,1716.0
SC22,2023/12/24,14:00-22:00,8,0,1531.0
SC22,2023/12/24,16:00-24:00,8,0,1524.0
SC22,2023/12/25,00:00-08:00,1,0,77.0
SC22,2023/12/25,05:00-13:00,9,0,1695.0
SC22,2023/12/25,08:00-16:00,12,0,2279.0
SC22,2023/12/25,12:00-20:00,9,0,1670.0
SC22,2023/12/25,14:00-22:00,8,0,1475.0
SC22,2023/12/25,16:00-24:00,8,0,1474.0
SC22,2023/12/26,00:00-08:00,1,0,74.0
SC22,2023/12/26,05:00-13:00,9,0,1667.0
SC22,2023/12/26,08:00-16:00,12,0,2244.0
SC22,2023/12/26,12:00-20:00,9,0,1625.0
SC22,2023/12/26,14:00-22:00,8,0,1421.0
SC22,2023/12/26,16:00-24:00,8,0,1418.0
SC22,2023/12/27,00:00-08:00,1,0,71.0
SC22,2023/12/27,05:00-13:00,9,0,1627.0
SC22,2023/12/27,08:00-16:00,11,0,2195.0
SC22,2023/12/27,12:00-20:00,8,0,1591.0
SC22,2023/12/27,14:00-22:00,7,0,1374.0
SC22,2023/12/27,16:00-24:00,7,0,1366.0
SC22,2023/12/28,00:00-08:00,1,0,68.0
SC22,2023/12/28,05:00-13:00,8,0,1579.0
SC22,2023/12/28,08:00-16:00,11,0,2138.0
SC22,2023/12/28,12:00-20:00,8,0,1558.0
SC22,2023/12/28,14:00-22:00,7,0,1336.0
SC22,2023/12/28,16:00-24:00,7,0,1321.0
SC22,2023/12/29,00:00-08:00,1,0,65.0
SC22,2023/12/29,05:00-13:00,8,0,1550.0
SC22,2023/12/29,08:00-16:00,11,0,2089.0
SC22,2023/12/29,12:00-20:00,8,0,1512.0
SC22,2023/12/29,14:00-22:00,7,0,1289.0
SC22,2023/12/29,16:00-24:00,7,0,1278.0
SC22,2023/12/30,00:00-08:00,1,0,63.0
SC22,2023/12/30,05:00-13:00,8,0,1512.0
SC22,2023/12/30,08:00-16:00,11,0,2032.0
SC22,2023/12/30,12:00-20:00,8,0,1476.0
SC22,2023/12/30,14:00-22:00,7,0,1247.0
SC22,2023/12/30,16:00-24:00,7,0,1237.0
SC23,2023/12/01,00:00-08:00,1,0,32.0
SC23,2023/12/01,05:00-13:00,6,0,1153.0
SC23,2023/12/01,08:00-16:00,10,0,1928.0
SC23,2023/12/01,12:00-20:00,10,0,1933.0
SC23,2023/12/01,14:00-22:00,10,0,1868.0
SC23,2023/12/01,16:00-24:00,8,0,1599.0
SC23,2023/12/02,00:00-08:00,1,0,27.0
SC23,2023/12/02,05:00-13:00,6,0,1064.0
SC23,2023/12/02,08:00-16:00,10,0,1958.0
SC23,2023/12/02,12:00-20:00,11,0,2033.0
SC23,2023/12/02,14:00-22:00,10,0,1902.0
SC23,2023/12/02,16:00-24:00,8,0,1465.0
SC23,2023/12/03,00:00-08:00,1,0,18.0
SC23,2023/12/03,05:00-13:00,6,0,1066.0
SC23,2023/12/03,08:00-16:00,10,0,1855.0
SC23,2023/12/03,12:00-20:00,10,0,1896.0
SC23,2023/12/03,14:00-22:00,9,0,1726.0
SC23,2023/12/03,16:00-24:00,7,0,1387.0
SC23,2023/12/04,00:00-08:00,1,0,23.0
SC23,2023/12/04,05:00-13:00,6,0,1082.0
SC23,2023/12/04,08:00-16:00,10,0,1959.0
SC23,2023/12/04,12:00-20:00,11,0,2021.0
SC23,2023/12/04,14:00-22:00,10,0,1835.0
SC23,2023/12/04,16:00-24:00,7,0,1368.0
SC23,2023/12/05,00:00-08:00,1,0,25.0
SC23,2023/12/05,05:00-13:00,6,0,1137.0
SC23,2023/12/05,08:00-16:00,11,0,2050.0
SC23,2023/12/05,12:00-20:00,11,0,2067.0
SC23,2023/12/05,14:00-22:00,10,0,1851.0
SC23,2023/12/05,16:00-24:00,7,0,1354.0
SC23,2023/12/06,00:00-08:00,1,0,24.0
SC23,2023/12/06,05:00-13:00,6,0,1113.0
SC23,2023/12/06,08:00-16:00,10,0,1989.0
SC23,2023/12/06,12:00-20:00,11,0,2008.0
SC23,2023/12/06,14:00-22:00,9,0,1766.0
SC23,2023/12/06,16:00-24:00,7,0,1311.0
SC23,2023/12/07,00:00-08:00,1,0,30.0
SC23,2023/12/07,05:00-13:00,6,0,1095.0
SC23,2023/12/07,08:00-16:00,10,0,1957.0
SC23,2023/12/07,12:00-20:00,10,0,1962.0
SC23,2023/12/07,14:00-22:00,9,0,1736.0
SC23,2023/12/07,16:00-24:00,7,0,1282.0
SC23,2023/12/08,00:00-08:00,1,0,31.0
SC23,2023/12/08,05:00-13:00,6,0,1029.0
SC23,2023/12/08,08:00-16:00,10,0,1898.0
SC23,2023/12/08,12:00-20:00,10,0,1995.0
SC23,2023/12/08,14:00-22:00,9,0,1726.0
SC23,2023/12/08,16:00-24:00,7,0,1269.0
SC23,2023/12/09,00:00-08:00,1,0,23.0
SC23,2023/12/09,05:00-13:00,6,0,1093.0
SC23,2023/12/09,08:00-16:00,10,0,1961.0
SC23,2023/12/09,12:00-20:00,10,0,2000.0
SC23,2023/12/09,14:00-22:00,9,0,1735.0
SC23,2023/12/09,16:00-24:00,7,0,1266.0
SC23,2023/12/10,00:00-08:00,1,0,23.0
SC23,2023/12/10,05:00-13:00,6,0,1090.0
SC23,2023/12/10,08:00-16:00,10,0,1920.0
SC23,2023/12/10,12:00-20:00,10,0,1997.0
SC23,2023/12/10,14:00-22:00,9,0,1742.0
SC23,2023/12/10,16:00-24:00,7,0,1294.0
SC23,2023/12/11,00:00-08:00,1,0,22.0
SC23,2023/12/11,05:00-13:00,6,0,1051.0
SC23,2023/12/11,08:00-16:00,10,0,1970.0
SC23,2023/12/11,12:00-20:00,11,0,2088.0
SC23,2023/12/11,14:00-22:00,10,0,1806.0
SC23,2023/12/11,16:00-24:00,7,0,1252.0
SC23,2023/12/12,00:00-08:00,1,0,20.0
SC23,2023/12/12,05:00-13:00,6,0,1073.0
SC23,2023/12/12,08:00-16:00,11,0,2038.0
SC23,2023/12/12,12:00-20:00,11,0,2091.0
SC23,2023/12/12,14:00-22:00,10,0,1821.0
SC23,2023/12/12,16:00-24:00,6,0,1191.0
SC23,2023/12/13,00:00-08:00,1,0,16.0
SC23,2023/12/13,05:00-13:00,6,0,1039.0
SC23,2023/12/13,08:00-16:00,10,0,1908.0
SC23,2023/12/13,12:00-20:00,11,0,2023.0
SC23,2023/12/13,14:00-22:00,9,0,1731.0
SC23,2023/12/13,16:00-24:00,6,0,1187.0
SC23,2023/12/14,00:00-08:00,1,0,15.0
SC23,2023/12/14,05:00-13:00,6,0,1016.0
SC23,2023/12/14,08:00-16:00,10,0,1912.0
SC23,2023/12/14,12:00-20:00,11,0,2040.0
SC23,2023/12/14,14:00-22:00,9,0,1734.0
SC23,2023/12/14,16:00-24:00,6,0,1154.0
SC23,2023/12/15,00:00-08:00,1,0,15.0
SC23,2023/12/15,05:00-13:00,6,0,1046.0
SC23,2023/12/15,08:00-16:00,10,0,1952.0
SC23,2023/12/15,12:00-20:00,11,0,2050.0
SC23,2023/12/15,14:00-22:00,9,0,1739.0
SC23,2023/12/15,16:00-24:00,6,0,1134.0
SC23,2023/12/16,00:00-08:00,1,0,15.0
SC23,2023/12/16,05:00-13:00,6,0,1078.0
SC23,2023/12/16,08:00-16:00,10,0,1958.0
SC23,2023/12/16,12:00-20:00,11,0,2032.0
SC23,2023/12/16,14:00-22:00,9,0,1690.0
SC23,2023/12/16,16:00-24:00,6,0,1114.0
SC23,2023/12/17,00:00-08:00,1,0,14.0
SC23,2023/12/17,05:00-13:00,6,0,1026.0
SC23,2023/12/17,08:00-16:00,10,0,1927.0
SC23,2023/12/17,12:00-20:00,11,0,2035.0
SC23,2023/12/17,14:00-22:00,9,0,1680.0
SC23,2023/12/17,16:00-24:00,6,0,1084.0
SC23,2023/12/18,00:00-08:00,1,0,16.0
SC23,2023/12/18,05:00-13:00,6,0,1006.0
SC23,2023/12/18,08:00-16:00,10,0,1941.0
SC23,2023/12/18,12:00-20:00,11,0,2100.0
SC23,2023/12/18,14:00-22:00,9,0,1733.0
SC23,2023/12/18,16:00-24:00,6,0,1091.0
SC23,2023/12/19,00:00-08:00,1,0,15.0
SC23,2023/12/19,05:00-13:00,6,0,1042.0
SC23,2023/12/19,08:00-16:00,11,0,2011.0
SC23,2023/12/19,12:00-20:00,11,0,2133.0
SC23,2023/12/19,14:00-22:00,9,0,1756.0
SC23,2023/12/19,16:00-24:00,6,0,1079.0
SC23,2023/12/20,00:00-08:00,1,0,14.0
SC23,2023/12/20,05:00-13:00,6,0,1019.0
SC23,2023/12/20,08:00-16:00,10,0,1953.0
SC23,2023/12/20,12:00-20:00,11,0,2101.0
SC23,2023/12/20,14:00-22:00,9,0,1718.0
SC23,2023/12/20,16:00-24:00,6,0,1066.0
SC23,2023/12/21,00:00-08:00,1,0,13.0
SC23,2023/12/21,05:00-13:00,6,0,1022.0
SC23,2023/12/21,08:00-16:00,10,0,1991.0
SC23,2023/12/21,12:00-20:00,11,0,2136.0
SC23,2023/12/21,14:00-22:00,9,0,1746.0
SC23,2023/12/21,16:00-24:00,6,0,1044.0
SC23,2023/12/22,00:00-08:00,1,0,13.0
SC23,2023/12/22,05:00-13:00,6,0,1029.0
SC23,2023/12/22,08:00-16:00,11,0,2029.0
SC23,2023/12/22,12:00-20:00,11,0,2162.0
SC23,2023/12/22,14:00-22:00,9,0,1767.0
SC23,2023/12/22,16:00-24:00,6,0,1025.0
SC23,2023/12/23,00:00-08:00,1,0,11.0
SC23,2023/12/23,05:00-13:00,6,0,1008.0
SC23,2023/12/23,08:00-16:00,10,0,1920.0
SC23,2023/12/23,12:00-20:00,11,0,2093.0
SC23,2023/12/23,14:00-22:00,9,0,1689.0
SC23,2023/12/23,16:00-24:00,6,0,1025.0
SC23,2023/12/24,00:00-08:00,1,0,10.0
SC23,2023/12/24,05:00-13:00,5,0,996.0
SC23,2023/12/24,08:00-16:00,10,0,1918.0
SC23,2023/12/24,12:00-20:00,11,0,2103.0
SC23,2023/12/24,14:00-22:00,9,0,1696.0
SC23,2023/12/24,16:00-24:00,6,0,1010.0
SC23,2023/12/25,00:00-08:00,1,0,9.0
SC23,2023/12/25,05:00-13:00,6,0,1016.0
SC23,2023/12/25,08:00-16:00,10,0,1986.0
SC23,2023/12/25,12:00-20:00,11,0,2144.0
SC23,2023/12/25,14:00-22:00,9,0,1727.0
SC23,2023/12/25,16:00-24:00,5,0,988.0
SC23,2023/12/26,00:00-08:00,1,0,9.0
SC23,2023/12/26,05:00-13:00,6,0,1022.0
SC23,2023/12/26,08:00-16:00,10,0,1984.0
SC23,2023/12/26,12:00-20:00,11,0,2139.0
SC23,2023/12/26,14:00-22:00,9,0,1710.0
SC23,2023/12/26,16:00-24:00,5,0,973.0
SC23,2023/12/27,00:00-08:00,1,0,9.0
SC23,2023/12/27,05:00-13:00,5,0,999.0
SC23,2023/12/27,08:00-16:00,10,0,1977.0
SC23,2023/12/27,12:00-20:00,11,0,2158.0
SC23,2023/12/27,14:00-22:00,9,0,1718.0
SC23,2023/12/27,16:00-24:00,5,0,963.0
SC23,2023/12/28,00:00-08:00,1,0,9.0
SC23,2023/12/28,05:00-13:00,6,0,1009.0
SC23,2023/12/28,08:00-16:00,11,0,2023.0
SC23,2023/12/28,12:00-20:00,12,0,2207.0
SC23,2023/12/28,14:00-22:00,9,0,1750.0
SC23,2023/12/28,16:00-24:00,5,0,957.0
SC23,2023/12/29,00:00-08:00,1,0,9.0
SC23,2023/12/29,05:00-13:00,6,0,1001.0
SC23,2023/12/29,08:00-16:00,11,0,2023.0
SC23,2023/12/29,12:00-20:00,12,0,2223.0
SC23,2023/12/29,14:00-22:00,9,0,1760.0
SC23,2023/12/29,16:00-24:00,5,0,953.0
SC23,2023/12/30,00:00-08:00,1,0,8.0
SC23,2023/12/30,05:00-13:00,5,0,991.0
SC23,2023/12/30,08:00-16:00,10,0,1967.0
SC23,2023/12/30,12:00-20:00,11,0,2172.0
SC23,2023/12/30,14:00-22:00,9,0,1701.0
SC23,2023/12/30,16:00-24:00,5,0,935.0
SC24,2023/12/01,00:00-08:00,2,0,287.0
SC24,2023/12/01,05:00-13:00,10,0,1849.0
SC24,2023/12/01,08:00-16:00,14,0,2650.0
SC24,2023/12/01,12:00-20:00,17,0,3253.0
SC24,2023/12/01,14:00-22:00,12,0,2388.0
SC24,2023/12/01,16:00-24:00,9,0,1787.0
SC24,2023/12/02,00:00-08:00,2,0,244.0
SC24,2023/12/02,05:00-13:00,9,0,1647.0
SC24,2023/12/02,08:00-16:00,16,0,3102.0
SC24,2023/12/02,12:00-20:00,18,0,3483.0
SC24,2023/12/02,14:00-22:00,13,0,2507.0
SC24,2023/12/02,16:00-24:00,7,0,1391.0
SC24,2023/12/03,00:00-08:00,2,0,218.0
SC24,2023/12/03,05:00-13:00,9,0,1773.0
SC24,2023/12/03,08:00-16:00,14,0,2660.0
SC24,2023/12/03,12:00-20:00,17,0,3327.0
SC24,2023/12/03,14:00-22:00,13,0,2527.0
SC24,2023/12/03,16:00-24:00,9,0,1748.0
SC24,2023/12/04,00:00-08:00,1,0,192.0
SC24,2023/12/04,05:00-13:00,10,0,1835.0
SC24,2023/12/04,08:00-16:00,17,0,3232.0
SC24,2023/12/04,12:00-20:00,18,0,3481.0
SC24,2023/12/04,14:00-22:00,12,0,2386.0
SC24,2023/12/04,16:00-24:00,7,0,1389.0
SC24,2023/12/05,00:00-08:00,1,0,196.0
SC24,2023/12/05,05:00-13:00,9,0,1745.0
SC24,2023/12/05,08:00-16:00,15,0,2918.0
SC24,2023/12/05,12:00-20:00,18,0,3416.0
SC24,2023/12/05,14:00-22:00,12,0,2293.0
SC24,2023/12/05,16:00-24:00,9,0,1604.0
SC24,2023/12/06,00:00-08:00,1,0,188.0
SC24,2023/12/06,05:00-13:00,8,0,1537.0
SC24,2023/12/06,08:00-16:00,13,0,2465.0
SC24,2023/12/06,12:00-20:00,13,0,2578.0
SC24,2023/12/06,14:00-22:00,10,0,1853.0
SC24,2023/12/06,16:00-24:00,6,0,1133.0
SC24,2023/12/07,00:00-08:00,1,0,199.0
SC24,2023/12/07,05:00-13:00,8,0,1556.0
SC24,2023/12/07,08:00-16:00,16,0,3049.0
SC24,2023/12/07,12:00-20:00,19,0,3638.0
SC24,2023/12/07,14:00-22:00,14,0,2620.0
SC24,2023/12/07,16:00-24:00,9,0,1609.0
SC24,2023/12/08,00:00-08:00,2,0,208.0
SC24,2023/12/08,05:00-13:00,9,0,1629.0
SC24,2023/12/08,08:00-16:00,14,0,2780.0
SC24,2023/12/08,12:00-20:00,15,0,2856.0
SC24,2023/12/08,14:00-22:00,10,0,1918.0
SC24,2023/12/08,16:00-24:00,6,0,1135.0
SC24,2023/12/09,00:00-08:00,2,0,202.0
SC24,2023/12/09,05:00-13:00,8,0,1555.0
SC24,2023/12/09,08:00-16:00,13,0,2482.0
SC24,2023/12/09,12:00-20:00,15,0,2997.0
SC24,2023/12/09,14:00-22:00,13,0,2413.0
SC24,2023/12/09,16:00-24:00,8,0,1587.0
SC24,2023/12/10,00:00-08:00,2,0,209.0
SC24,2023/12/10,05:00-13:00,8,0,1569.0
SC24,2023/12/10,08:00-16:00,15,0,2866.0
SC24,2023/12/10,12:00-20:00,15,0,2888.0
SC24,2023/12/10,14:00-22:00,10,0,1940.0
SC24,2023/12/10,16:00-24:00,6,0,1048.0
SC24,2023/12/11,00:00-08:00,1,0,198.0
SC24,2023/12/11,05:00-13:00,8,0,1451.0
SC24,2023/12/11,08:00-16:00,11,0,2196.0
SC24,2023/12/11,12:00-20:00,16,0,3098.0
SC24,2023/12/11,14:00-22:00,12,0,2306.0
SC24,2023/12/11,16:00-24:00,10,0,1813.0
SC24,2023/12/12,00:00-08:00,1,0,186.0
SC24,2023/12/12,05:00-13:00,7,0,1388.0
SC24,2023/12/12,08:00-16:00,14,0,2720.0
SC24,2023/12/12,12:00-20:00,15,0,2810.0
SC24,2023/12/12,14:00-22:00,11,0,2166.0
SC24,2023/12/12,16:00-24:00,5,0,958.0
SC24,2023/12/13,00:00-08:00,1,0,167.0
SC24,2023/12/13,05:00-13:00,8,0,1401.0
SC24,2023/12/13,08:00-16:00,12,0,2316.0
SC24,2023/12/13,12:00-20:00,17,0,3271.0
SC24,2023/12/13,14:00-22:00,12,0,2248.0
SC24,2023/12/13,16:00-24:00,10,0,1865.0
SC24,2023/12/14,00:00-08:00,1,0,162.0
SC24,2023/12/14,05:00-13:00,8,0,1450.0
SC24,2023/12/14,08:00-16:00,15,0,2908.0
SC24,2023/12/14,12:00-20:00,15,0,2881.0
SC24,2023/12/14,14:00-22:00,11,0,2074.0
SC24,2023/12/14,16:00-24:00,5,0,906.0
SC24,2023/12/15,00:00-08:00,1,0,163.0
SC24,2023/12/15,05:00-13:00,8,0,1458.0
SC24,2023/12/15,08:00-16:00,11,0,2151.0
SC24,2023/12/15,12:00-20:00,17,0,3247.0
SC24,2023/12/15,14:00-22:00,13,0,2444.0
SC24,2023/12/15,16:00-24:00,10,0,1985.0
SC24,2023/12/16,00:00-08:00,1,0,161.0
SC24,2023/12/16,05:00-13:00,7,0,1361.0
SC24,2023/12/16,08:00-16:00,14,0,2677.0
SC24,2023/12/16,12:00-20:00,14,0,2625.0
SC24,2023/12/16,14:00-22:00,8,0,1553.0
SC24,2023/12/16,16:00-24:00,4,0,794.0
SC24,2023/12/17,00:00-08:00,1,0,166.0
SC24,2023/12/17,05:00-13:00,7,0,1312.0
SC24,2023/12/17,08:00-16:00,13,0,2425.0
SC24,2023/12/17,12:00-20:00,19,0,3666.0
SC24,2023/12/17,14:00-22:00,16,0,3013.0
SC24,2023/12/17,16:00-24:00,11,0,2077.0
SC24,2023/12/18,00:00-08:00,1,0,164.0
SC24,2023/12/18,05:00-13:00,7,0,1350.0
SC24,2023/12/18,08:00-16:00,11,0,2115.0
SC24,2023/12/18,12:00-20:00,11,0,2099.0
SC24,2023/12/18,14:00-22:00,7,0,1383.0
SC24,2023/12/18,16:00-24:00,5,0,835.0
SC24,2023/12/19,00:00-08:00,1,0,164.0
SC24,2023/12/19,05:00-13:00,7,0,1317.0
SC24,2023/12/19,08:00-16:00,14,0,2735.0
SC24,2023/12/19,12:00-20:00,21,0,4119.0
SC24,2023/12/19,14:00-22:00,16,0,3153.0
SC24,2023/12/19,16:00-24:00,12,0,2221.0
SC24,2023/12/20,00:00-08:00,1,0,158.0
SC24,2023/12/20,05:00-13:00,7,0,1252.0
SC24,2023/12/20,08:00-16:00,10,0,1988.0
SC24,2023/12/20,12:00-20:00,10,0,1952.0
SC24,2023/12/20,14:00-22:00,7,0,1400.0
SC24,2023/12/20,16:00-24:00,4,0,754.0
SC24,2023/12/21,00:00-08:00,1,0,151.0
SC24,2023/12/21,05:00-13:00,6,0,1192.0
SC24,2023/12/21,08:00-16:00,10,0,1949.0
SC24,2023/12/21,12:00-20:00,19,0,3672.0
SC24,2023/12/21,14:00-22:00,15,0,2932.0
SC24,2023/12/21,16:00-24:00,13,0,2473.0
SC24,2023/12/22,00:00-08:00,1,0,144.0
SC24,2023/12/22,05:00-13:00,6,0,1193.0
SC24,2023/12/22,08:00-16:00,15,0,2947.0
SC24,2023/12/22,12:00-20:00,15,0,2973.0
SC24,2023/12/22,14:00-22:00,11,0,2014.0
SC24,2023/12/22,16:00-24:00,4,0,774.0
SC24,2023/12/23,00:00-08:00,1,0,136.0
SC24,2023/12/23,05:00-13:00,6,0,1197.0
SC24,2023/12/23,08:00-16:00,8,0,1435.0
SC24,2023/12/23,12:00-20:00,18,0,3408.0
SC24,2023/12/23,14:00-22:00,15,0,2870.0
SC24,2023/12/23,16:00-24:00,14,0,2738.0
SC24,2023/12/24,00:00-08:00,1,0,135.0
SC24,2023/12/24,05:00-13:00,6,0,1166.0
SC24,2023/12/24,08:00-16:00,16,0,3044.0
SC24,2023/12/24,12:00-20:00,16,0,3040.0
SC24,2023/12/24,14:00-22:00,12,0,2223.0
SC24,2023/12/24,16:00-24:00,4,0,753.0
SC24,2023/12/25,00:00-08:00,1,0,133.0
SC24,2023/12/25,05:00-13:00,6,0,1156.0
SC24,2023/12/25,08:00-16:00,9,0,1678.0
SC24,2023/12/25,12:00-20:00,21,0,4089.0
SC24,2023/12/25,14:00-22:00,16,0,3183.0
SC24,2023/12/25,16:00-24:00,16,0,3130.0
SC24,2023/12/26,00:00-08:00,1,0,134.0
SC24,2023/12/26,05:00-13:00,6,0,1147.0
SC24,2023/12/26,08:00-16:00,11,0,2190.0
SC24,2023/12/26,12:00-20:00,12,0,2230.0
SC24,2023/12/26,14:00-22:00,9,0,1732.0
SC24,2023/12/26,16:00-24:00,4,0,733.0
SC24,2023/12/27,00:00-08:00,1,0,133.0
SC24,2023/12/27,05:00-13:00,6,0,1113.0
SC24,2023/12/27,08:00-16:00,12,0,2258.0
SC24,2023/12/27,12:00-20:00,26,0,5155.0
SC24,2023/12/27,14:00-22:00,22,0,4292.0
SC24,2023/12/27,16:00-24:00,18,0,3582.0
SC24,2023/12/28,00:00-08:00,1,0,131.0
SC24,2023/12/28,05:00-13:00,6,0,1100.0
SC24,2023/12/28,08:00-16:00,11,0,2044.0
SC24,2023/12/28,12:00-20:00,11,0,2094.0
SC24,2023/12/28,14:00-22:00,7,0,1315.0
SC24,2023/12/28,16:00-24:00,4,0,736.0
SC24,2023/12/29,00:00-08:00,1,0,128.0
SC24,2023/12/29,05:00-13:00,6,0,1080.0
SC24,2023/12/29,08:00-16:00,12,0,2223.0
SC24,2023/12/29,12:00-20:00,29,0,5730.0
SC24,2023/12/29,14:00-22:00,27,0,5290.0
SC24,2023/12/29,16:00-24:00,21,0,4176.0
SC24,2023/12/30,00:00-08:00,1,0,123.0
SC24,2023/12/30,05:00-13:00,6,0,1054.0
SC24,2023/12/30,08:00-16:00,11,0,2133.0
SC24,2023/12/30,12:00-20:00,11,0,2186.0
SC24,2023/12/30,14:00-22:00,7,0,1257.0
SC24,2023/12/30,16:00-24:00,4,0,694.0
SC25,2023/12/01,00:00-08:00,60,10,13575.0
SC25,2023/12/01,05:00-13:00,23,0,4551.0
SC25,2023/12/01,08:00-16:00,57,0,11302.0
SC25,2023/12/01,12:00-20:00,60,85,25535.0
SC25,2023/12/01,14:00-22:00,60,159,37303.0
SC25,2023/12/01,16:00-24:00,60,207,45097.0
SC25,2023/12/02,00:00-08:00,60,12,13858.0
SC25,2023/12/02,05:00-13:00,22,0,4245.0
SC25,2023/12/02,08:00-16:00,53,0,10532.0
SC25,2023/12/02,12:00-20:00,60,76,24142.0
SC25,2023/12/02,14:00-22:00,60,149,35833.0
SC25,2023/12/02,16:00-24:00,60,200,43907.0
SC25,2023/12/03,00:00-08:00,60,6,12885.0
SC25,2023/12/03,05:00-13:00,22,0,4381.0
SC25,2023/12/03,08:00-16:00,57,0,11251.0
SC25,2023/12/03,12:00-20:00,60,73,23522.0
SC25,2023/12/03,14:00-22:00,60,138,33981.0
SC25,2023/12/03,16:00-24:00,60,180,40755.0
SC25,2023/12/04,00:00-08:00,60,3,12330.0
SC25,2023/12/04,05:00-13:00,23,0,4437.0
SC25,2023/12/04,08:00-16:00,59,0,11729.0
SC25,2023/12/04,12:00-20:00,60,87,25881.0
SC25,2023/12/04,14:00-22:00,60,148,35670.0
SC25,2023/12/04,16:00-24:00,60,189,42201.0
SC25,2023/12/05,00:00-08:00,60,9,13285.0
SC25,2023/12/05,05:00-13:00,20,0,3932.0
SC25,2023/12/05,08:00-16:00,53,0,10457.0
SC25,2023/12/05,12:00-20:00,60,71,23272.0
SC25,2023/12/05,14:00-22:00,60,132,32969.0
SC25,2023/12/05,16:00-24:00,60,178,40414.0
SC25,2023/12/06,00:00-08:00,60,1,12147.0
SC25,2023/12/06,05:00-13:00,18,0,3464.0
SC25,2023/12/06,08:00-16:00,47,0,9306.0
SC25,2023/12/06,12:00-20:00,60,64,22133.0
SC25,2023/12/06,14:00-22:00,60,130,32741.0
SC25,2023/12/06,16:00-24:00,60,191,42541.0
SC25,2023/12/07,00:00-08:00,60,4,12558.0
SC25,2023/12/07,05:00-13:00,18,0,3507.0
SC25,2023/12/07,08:00-16:00,49,0,9650.0
SC25,2023/12/07,12:00-20:00,60,63,22006.0
SC25,2023/12/07,14:00-22:00,60,132,33104.0
SC25,2023/12/07,16:00-24:00,60,186,41664.0
SC25,2023/12/08,00:00-08:00,60,1,12006.0
SC25,2023/12/08,05:00-13:00,19,0,3683.0
SC25,2023/12/08,08:00-16:00,50,0,9961.0
SC25,2023/12/08,12:00-20:00,60,73,23620.0
SC25,2023/12/08,14:00-22:00,60,140,34327.0
SC25,2023/12/08,16:00-24:00,60,190,42277.0
SC25,2023/12/09,00:00-08:00,60,0,11819.0
SC25,2023/12/09,05:00-13:00,18,0,3537.0
SC25,2023/12/09,08:00-16:00,49,0,9605.0
SC25,2023/12/09,12:00-20:00,60,64,22140.0
SC25,2023/12/09,14:00-22:00,60,133,33269.0
SC25,2023/12/09,16:00-24:00,60,181,40875.0
SC25,2023/12/10,00:00-08:00,59,0,11748.0
SC25,2023/12/10,05:00-13:00,18,0,3566.0
SC25,2023/12/10,08:00-16:00,49,0,9680.0
SC25,2023/12/10,12:00-20:00,60,59,21427.0
SC25,2023/12/10,14:00-22:00,60,129,32505.0
SC25,2023/12/10,16:00-24:00,60,176,40033.0
SC25,2023/12/11,00:00-08:00,58,0,11584.0
SC25,2023/12/11,05:00-13:00,18,0,3544.0
SC25,2023/12/11,08:00-16:00,51,0,10035.0
SC25,2023/12/11,12:00-20:00,60,77,24216.0
SC25,2023/12/11,14:00-22:00,60,147,35420.0
SC25,2023/12/11,16:00-24:00,60,192,42715.0
SC25,2023/12/12,00:00-08:00,57,0,11250.0
SC25,2023/12/12,05:00-13:00,18,0,3485.0
SC25,2023/12/12,08:00-16:00,49,0,9634.0
SC25,2023/12/12,12:00-20:00,60,72,23459.0
SC25,2023/12/12,14:00-22:00,60,141,34457.0
SC25,2023/12/12,16:00-24:00,60,183,41234.0
SC25,2023/12/13,00:00-08:00,53,0,10458.0
SC25,2023/12/13,05:00-13:00,18,0,3569.0
SC25,2023/12/13,08:00-16:00,49,0,9653.0
SC25,2023/12/13,12:00-20:00,60,64,22208.0
SC25,2023/12/13,14:00-22:00,60,128,32451.0
SC25,2023/12/13,16:00-24:00,60,177,40203.0
SC25,2023/12/14,00:00-08:00,57,0,11234.0
SC25,2023/12/14,05:00-13:00,18,0,3563.0
SC25,2023/12/14,08:00-16:00,51,0,10120.0
SC25,2023/12/14,12:00-20:00,60,68,22749.0
SC25,2023/12/14,14:00-22:00,60,130,32649.0
SC25,2023/12/14,16:00-24:00,60,177,40308.0
SC25,2023/12/15,00:00-08:00,55,0,10964.0
SC25,2023/12/15,05:00-13:00,17,0,3397.0
SC25,2023/12/15,08:00-16:00,52,0,10217.0
SC25,2023/12/15,12:00-20:00,60,75,23854.0
SC25,2023/12/15,14:00-22:00,60,138,34000.0
SC25,2023/12/15,16:00-24:00,60,184,41417.0
